from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
12214,12214,4,0,13886614,13886453
12214,12214,4,0,13886615,13886454
12214,12214,4,0,13886616,13886455
12214,12214,4,0,13886617,13886456
12214,12214,4,0,13886618,13886457
12214,12214,4,0,13886619,13886464
12214,12214,4,0,13886620,13886465
12214,12214,4,0,13886621,13886458
12214,12214,4,0,13886622,13886459
12214,12214,4,0,13886623,13886460
12214,12214,4,0,13886624,13886461
12214,12214,4,0,13886625,13886462
12214,12214,4,0,13886626,13886463
12214,12214,4,0,13886627,13886466
12214,12214,4,0,13886628,13886467
12214,12214,4,0,13886629,13886468
12214,12214,4,0,13886660,13886495
12214,12214,4,0,13886661,13886496
12214,12214,4,0,13886662,13886497
12214,12214,4,0,13886663,13886498
12214,12214,4,0,13886664,13886499
12214,12214,4,0,13886665,13886500
12214,12214,4,0,13886666,13886502
12214,12214,4,0,13886667,13886504
12214,12214,4,0,13886668,13886501
12214,12214,4,0,13886669,13886503
12214,12214,4,0,13886670,13886505
12214,12214,4,0,13886671,13886488
12214,12214,4,0,13886672,13886489
12214,12214,4,0,13886673,13886490
12214,12214,4,0,13886674,13886491
12214,12214,4,0,13886675,13886492
12214,12214,4,0,13886676,13886493
12214,12214,4,0,13886677,13886494
12217,12217,4,0,13889512,13889556
12217,12217,4,0,13889513,13889557
12217,12217,4,0,13889514,13889558
12217,12217,4,0,13889515,13889559
12217,12217,4,0,13889516,13889560
12217,12217,4,0,13889517,13889561
12217,12217,4,0,13889518,13889562
12217,12217,4,0,13889519,13889563
12217,12217,4,0,13889520,13889564
12217,12217,4,0,13889521,13889565
12217,12217,4,0,13889522,13889566
12217,12217,4,0,13889523,13889567
12217,12217,4,0,13889524,13889568
12217,12217,4,0,13889525,13889569
12217,12217,4,0,13889526,13889570
12217,12217,4,0,13889527,13889571
12217,12217,4,0,13889528,13889572
12217,12217,4,0,13889529,13889573
12217,12217,4,0,13889530,13889574
12217,12217,4,0,13889531,13889575
12217,12217,4,0,13889532,13889576
12217,12217,4,0,13889533,13889577
12217,12217,4,0,13889534,13889545
12217,12217,4,0,13889535,13889547
12217,12217,4,0,13889536,13889548
12217,12217,4,0,13889537,13889549
12217,12217,4,0,13889538,13889550
12217,12217,4,0,13889539,13889551
12217,12217,4,0,13889540,13889552
12217,12217,4,0,13889541,13889553
12217,12217,4,0,13889542,13889554
12217,12217,4,0,13889543,13889555
12217,12217,4,0,13889544,13889546
12217,12217,4,0,13889578,13889633
12217,12217,4,0,13889579,13889635
12217,12217,4,0,13889580,13889634
12217,12217,4,0,13889581,13889636
12217,12217,4,0,13889582,13889637
12217,12217,4,0,13889583,13889639
12217,12217,4,0,13889584,13889638
12217,12217,4,0,13889585,13889640
12217,12217,4,0,13889586,13889610
12217,12217,4,0,13889587,13889611
12217,12217,4,0,13889588,13889612
12217,12217,4,0,13889589,13889613
12217,12217,4,0,13889590,13889614
12217,12217,4,0,13889591,13889615
12217,12217,4,0,13889592,13889616
12217,12217,4,0,13889593,13889617
12217,12217,4,0,13889594,13889618
12217,12217,4,0,13889595,13889619
12217,12217,4,0,13889596,13889620
12217,12217,4,0,13889597,13889621
12217,12217,4,0,13889598,13889622
12217,12217,4,0,13889599,13889623
12217,12217,4,0,13889600,13889624
12217,12217,4,0,13889601,13889625
12217,12217,4,0,13889602,13889626
12217,12217,4,0,13889603,13889627
12217,12217,4,0,13889604,13889628
12217,12217,4,0,13889605,13889629
12217,12217,4,0,13889606,13889630
12217,12217,4,0,13889607,13889631
12217,12217,4,0,13889608,13889632
12217,12217,4,0,13889609,13889641
12217,12217,4,0,13889642,13889695
12217,12217,4,0,13889643,13889671
12217,12217,4,0,13889644,13889672
12217,12217,4,0,13889645,13889673
12217,12217,4,0,13889646,13889674
12217,12217,4,0,13889647,13889675
12217,12217,4,0,13889648,13889676
12217,12217,4,0,13889649,13889677
12217,12217,4,0,13889650,13889678
12217,12217,4,0,13889651,13889682
12217,12217,4,0,13889652,13889683
12217,12217,4,0,13889653,13889684
12217,12217,4,0,13889654,13889685
12217,12217,4,0,13889655,13889686
12217,12217,4,0,13889656,13889687
12217,12217,4,0,13889657,13889688
12217,12217,4,0,13889658,13889689
12217,12217,4,0,13889659,13889690
12217,12217,4,0,13889660,13889691
12217,12217,4,0,13889661,13889692
12217,12217,4,0,13889662,13889693
12217,12217,4,0,13889663,13889694
12217,12217,4,0,13889664,13889696
12217,12217,4,0,13889665,13889697
12217,12217,4,0,13889666,13889698
12217,12217,4,0,13889667,13889679
12217,12217,4,0,13889668,13889680
12217,12217,4,0,13889669,13889681
12217,12217,4,0,13889670,13889699
12227,8657,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
12235,3394,0,240,,
12235,3533,0,240,,
12235,3769,0,240,,
12235,3904,0,240,,
12235,3906,0,240,,
12235,3927,0,240,,
12235,7643,0,240,,
12239,12208,0,240,,
12240,12233,2,300,,
12241,12232,0,240,,
12241,12233,0,240,,
12241,12240,2,360,,
12242,12233,2,360,,
12242,12242,0,240,,
12264,3984,0,240,,
12264,9178,0,240,,
12267,3315,2,300,,
12267,3331,0,240,,
12272,3315,2,300,,
12272,3331,0,240,,
12277,3314,2,300,,
12277,3333,0,240,,
12291,3633,2,300,,
12291,3656,2,300,,
12293,7167,2,300,,
1231,11588,0,240,,
1231,11589,0,240,,
1231,11606,0,240,,
1231,8044,2,300,,
1231,8073,2,300,,
1231,8754,2,300,,
1231,8763,2,300,,
12318,1387,2,300,,
12318,1482,0,240,,
12318,1709,0,240,,
12318,2742,2,300,,
12318,8139,0,240,,
12318,963,0,240,,
12329,10471,2,360,,
12330,415,2,300,,
12331,12823,2,420,,
12331,4494,2,420,,
12345,3376,0,240,,
12348,1013,2,300,,
12348,11429,0,240,,
12349,10827,2,300,,
12349,4065,2,360,,
12375,12375,0,240,,
12375,8535,2,300,,
12381,12381,4,0,13912152,13912185
12381,12381,4,0,13912153,13912186
12381,12381,4,0,13912154,13912187
12381,12381,4,0,13912155,13912188
12381,12381,4,0,13912156,13912189
12381,12381,4,0,13912157,13912190
12381,12381,4,0,13912158,13912191
12381,12381,4,0,13912159,13912192
12381,12381,4,0,13912160,13912193
12381,12381,4,0,13912161,13912194
12381,12381,4,0,13912162,13912195
12381,12381,4,0,13912163,13912196
12381,12381,4,0,13912164,13912197
12381,12381,4,0,13912165,13912198
12381,12381,4,0,13912166,13912199
12381,12381,4,0,13912167,13912200
12381,12381,4,0,13912168,13912201
12381,12381,4,0,13912169,13912202
12381,12381,4,0,13912170,13912203
12381,12381,4,0,13912171,13912179
12381,12381,4,0,13912172,13912180
12381,12381,4,0,13912173,13912181
12381,12381,4,0,13912174,13912182
12381,12381,4,0,13912175,13912183
12381,12381,4,0,13912176,13912184
12381,12381,4,0,13912206,13912226
12381,12381,4,0,13912207,13912227
12381,12381,4,0,13912208,13912228
12381,12381,4,0,13912209,13912229
12381,12381,4,0,13912210,13912230
12381,12381,4,0,13912211,13912231
12381,12381,4,0,13912212,13912232
12381,12381,4,0,13912213,13912233
12381,12381,4,0,13912214,13912235
12381,12381,4,0,13912215,13912236
12381,12381,4,0,13912216,13912237
12381,12381,4,0,13912217,13912238
12381,12381,4,0,13912218,13912239
12381,12381,4,0,13912219,13912240
12381,12381,4,0,13912220,13912241
12381,12381,4,0,13912221,13912242
12381,12381,4,0,13912222,13912243
12381,12381,4,0,13912223,13912244
12381,12381,4,0,13912224,13912245
12381,12381,4,0,13912225,13912234
12381,12381,4,0,13912246,13912271
12381,12381,4,0,13912247,13912272
12381,12381,4,0,13912248,13912273
12381,12381,4,0,13912249,13912274
12381,12381,4,0,13912250,13912275
12381,12381,4,0,13912251,13912276
12381,12381,4,0,13912252,13912277
12381,12381,4,0,13912253,13912278
12381,12381,4,0,13912254,13912279
12381,12381,4,0,13912255,13912280
12381,12381,4,0,13912256,13912281
12381,12381,4,0,13912257,13912282
12381,12381,4,0,13912258,13912283
12381,12381,4,0,13912259,13912265
12381,12381,4,0,13912260,13912266
12381,12381,4,0,13912261,13912267
12381,12381,4,0,13912262,13912268
12381,12381,4,0,13912263,13912269
12381,12381,4,0,13912264,13912270
12382,12382,4,0,13912284,13912316
12382,12382,4,0,13912285,13912324
12382,12382,4,0,13912286,13912325
12382,12382,4,0,13912287,13912326
12382,12382,4,0,13912288,13912327
12382,12382,4,0,13912289,13912328
12382,12382,4,0,13912290,13912330
12382,12382,4,0,13912291,13912332
12382,12382,4,0,13912292,13912331
12382,12382,4,0,13912293,13912333
12382,12382,4,0,13912294,13912334
12382,12382,4,0,13912295,13912335
12382,12382,4,0,13912296,13912336
12382,12382,4,0,13912297,13912337
12382,12382,4,0,13912298,13912338
12382,12382,4,0,13912299,13912313
12382,12382,4,0,13912300,13912314
12382,12382,4,0,13912301,13912315
12382,12382,4,0,13912302,13912329
12382,12382,4,0,13912303,13912317
12382,12382,4,0,13912304,13912318
12382,12382,4,0,13912305,13912319
12382,12382,4,0,13912306,13912320
12382,12382,4,0,13912307,13912323
12382,12382,4,0,13912308,13912321
12382,12382,4,0,13912309,13912322
12382,12382,4,0,13912341,13912374
12382,12382,4,0,13912342,13912375
12382,12382,4,0,13912343,13912376
12382,12382,4,0,13912344,13912377
12382,12382,4,0,13912345,13912378
12382,12382,4,0,13912346,13912379
12382,12382,4,0,13912347,13912380
12382,12382,4,0,13912348,13912361
12382,12382,4,0,13912349,13912362
12382,12382,4,0,13912350,13912363
12382,12382,4,0,13912351,13912364
12382,12382,4,0,13912352,13912365
12382,12382,4,0,13912353,13912366
12382,12382,4,0,13912354,13912367
12382,12382,4,0,13912355,13912368
12382,12382,4,0,13912356,13912369
12382,12382,4,0,13912357,13912370
12382,12382,4,0,13912358,13912371
12382,12382,4,0,13912359,13912372
12382,12382,4,0,13912360,13912373
12382,12382,4,0,13912381,13912413
12382,12382,4,0,13912382,13912402
12382,12382,4,0,13912383,13912403
12382,12382,4,0,13912384,13912404
12382,12382,4,0,13912385,13912405
12382,12382,4,0,13912386,13912406
12382,12382,4,0,13912387,13912407
12382,12382,4,0,13912388,13912408
12382,12382,4,0,13912389,13912409
12382,12382,4,0,13912390,13912410
12382,12382,4,0,13912391,13912411
12382,12382,4,0,13912392,13912412
12382,12382,4,0,13912393,13912414
12382,12382,4,0,13912394,13912415
12382,12382,4,0,13912395,13912416
12382,12382,4,0,13912396,13912417
12382,12382,4,0,13912397,13912418
12382,12382,4,0,13912398,13912400
12382,12382,4,0,13912399,13912401
12386,11739,2,300,,
12392,12886,2,300,,
12392,12888,2,300,,
12395,6095,2,300,,
12406,1173,2,300,,
12406,12405,0,240,,
12406,12409,0,240,,
12406,12410,2,300,,
12406,12411,2,360,,
12406,2414,2,300,,
12406,2523,2,300,,
12406,2671,2,300,,
12406,2761,2,300,,
12406,2833,2,300,,
12406,8049,0,240,,
12406,8068,0,240,,
12409,1173,2,300,,
12409,12405,0,240,,
12409,12409,0,240,,
12409,12410,0,240,,
12409,12411,0,240,,
12409,2016,2,300,,
12409,2414,2,300,,
12409,2523,2,300,,
12409,2671,0,240,,
12409,2761,2,300,,
12409,2833,0,240,,
12409,8049,0,240,,
12409,8068,0,240,,
1242,2739,2,300,,
1242,437,2,600,,
1242,951,0,240,,
12427,12427,0,240,,
12427,12441,0,240,,
12437,7106,2,360,,
12437,7108,2,300,,
12437,7140,0,240,,
1244,2739,2,300,,
12478,10148,2,300,,
12478,9547,2,300,,
12497,12497,0,240,,
12497,5382,2,300,,
12498,12498,0,240,,
12498,7658,0,240,,
12498,7727,0,240,,
12498,7743,0,240,,
12498,7827,0,240,,
12498,8024,2,120,,
12498,8029,2,120,,
12499,12499,0,240,,
12511,6198,0,240,,
12516,11331,2,360,,
12516,11332,2,300,,
12519,8043,2,300,,
12535,1016,2,120,,
12535,11272,2,360,,
12535,11706,2,360,,
12535,12535,0,240,,
12535,4494,2,300,,
12535,4495,2,300,,
12535,4883,2,420,,
12535,8041,2,480,,
12535,9129,0,240,,
12535,985,0,240,,
1254,1079,0,240,,
1254,1130,0,240,,
1254,12667,2,300,,
1254,709,0,240,,
12546,6734,2,300,,
12548,11088,2,300,,
12548,11278,2,360,,
12548,11357,2,300,,
12548,12764,2,300,,
12556,695,2,300,,
12556,8045,2,300,,
12556,8072,2,300,,
12567,11874,2,300,,
12567,11875,2,360,,
12567,12567,0,240,,
12567,12836,2,360,,
12567,8750,2,300,,
12567,8759,2,300,,
12579,6508,2,300,,
12579,6545,2,300,,
1258,2000,0,240,,
1258,2035,0,240,,
12580,7768,0,240,,
12580,7777,0,240,,
12580,8025,2,120,,
12580,8028,2,120,,
12585,11282,2,360,,
12585,11283,2,360,,
12585,12975,2,360,,
12585,627,2,360,,
12586,11282,2,300,,
12586,11283,2,300,,
12586,12975,2,360,,
12586,627,2,360,,
12596,12581,2,360,,
12600,11792,2,420,,
12600,11793,2,420,,
12600,12057,2,300,,
12600,12358,0,240,,
12600,12359,0,240,,
12600,12360,2,300,,
12600,12361,2,300,,
12600,12362,0,240,,
12600,12363,0,240,,
12625,301,2,300,,
12625,378,2,360,,
12625,646,2,300,,
12626,12168,0,240,,
12626,12625,2,360,,
12626,301,2,360,,
12626,646,2,300,,
12631,1031,2,300,,
12631,1116,2,300,,
12632,1031,2,300,,
12632,1116,2,300,,
12636,12639,2,360,,
12636,7745,2,300,,
12636,7804,2,300,,
12637,10300,2,300,,
12637,10308,2,300,,
12639,12639,0,240,,
12640,12640,0,240,,
12650,9720,0,240,,
1266,2225,2,360,,
12664,155,2,300,,
12664,256,0,240,,
12665,1160,2,300,,
12665,1186,2,300,,
12665,1187,2,360,,
12665,12666,2,360,,
12666,1160,2,300,,
12666,1186,2,300,,
12666,1187,0,240,,
12666,12666,0,240,,
12667,1079,0,240,,
12667,1130,2,300,,
12667,1254,2,300,,
12667,12667,0,240,,
12667,659,2,300,,
12667,709,0,240,,
12668,12134,2,300,,
12668,12668,0,240,,
12668,650,2,300,,
12668,718,0,240,,
12668,797,2,300,,
12669,761,2,300,,
12669,812,2,300,,
12671,12663,2,300,,
12671,12671,0,240,,
12671,297,0,240,,
12671,381,2,300,,
12672,761,0,240,,
12672,812,2,300,,
12673,10893,2,300,,
12681,12375,2,360,,
12681,12948,2,360,,
12681,4496,2,420,,
12681,8040,2,360,,
12681,8535,2,300,,
12682,12686,2,360,,
12682,12687,2,300,,
12682,4186,2,300,,
12683,11639,2,300,,
12686,4212,2,360,,
12693,10865,0,240,,
12693,10866,2,120,,
12693,10867,0,240,,
12693,4242,0,240,,
12693,4459,0,240,,
12693,4471,0,240,,
12693,4568,0,240,,
12693,8037,0,240,,
12693,989,0,240,,
12696,4830,2,300,,
12716,11243,2,300,,
12716,11247,2,360,,
12716,11295,2,300,,
12716,11707,2,300,,
12716,12716,0,240,,
12716,6512,2,300,,
12716,6753,0,240,,
12717,11243,2,300,,
12717,11247,2,360,,
12717,11295,2,300,,
12717,11707,2,300,,
12717,12716,0,240,,
12717,6512,2,300,,
12717,6753,0,240,,
12721,11403,2,300,,
12721,329,2,300,,
12721,9136,0,240,,
12735,12735,0,240,,
12735,12736,0,240,,
12736,12735,0,240,,
12738,12738,0,240,,
12749,12822,2,360,,
12749,2120,2,300,,
12749,857,2,360,,
12749,887,2,300,,
1276,122,2,300,,
1276,1510,2,300,,
12761,12761,0,240,,
12761,12915,2,300,,
12764,11227,2,360,,
12764,11278,2,360,,
12764,11279,2,300,,
12764,12548,2,300,,
12764,12764,0,240,,
12791,12791,0,240,,
12791,9136,2,480,,
12793,10886,0,240,,
12793,10887,0,240,,
12793,10888,0,240,,
12793,10889,0,240,,
12793,10890,0,240,,
12793,10892,0,240,,
12793,12655,0,240,,
12793,12793,0,240,,
12794,12794,0,240,,
12794,4961,2,300,,
12794,4962,2,300,,
12794,4972,2,300,,
12804,12968,2,480,,
12810,12810,0,240,,
12815,12815,0,240,,
12816,361,2,300,,
12818,10814,2,300,,
12818,179,2,360,,
12826,12826,0,240,,
12826,12827,2,300,,
12826,1393,2,300,,
12826,1394,0,240,,
12826,1858,2,300,,
12827,10071,2,300,,
12827,12826,2,300,,
12827,1393,2,300,,
12827,1394,2,300,,
12836,11874,2,360,,
12836,11875,2,480,,
12836,12567,2,360,,
12836,12836,0,240,,
12836,1401,2,300,,
12836,8750,2,360,,
12836,8759,2,360,,
12859,11302,2,600,,
12859,11535,2,420,,
12859,35,2,480,,
12859,78,2,300,,
12859,8041,2,360,,
12859,95,2,300,,
12862,12862,0,240,,
12862,12864,2,300,,
12862,8751,2,360,,
12862,8760,2,360,,
12864,12862,2,300,,
12864,12864,0,240,,
12864,8674,2,300,,
12864,8743,2,480,,
12864,8751,2,300,,
12864,8760,2,300,,
12866,10799,2,300,,
12866,11280,2,300,,
12866,11281,2,300,,
12866,423,0,240,,
12867,959,2,300,,
12869,12869,0,240,,
12869,1379,2,300,,
12869,63,0,240,,
12873,1327,2,480,,
12873,1329,0,240,,
12873,1337,2,540,,
12873,7025,2,300,,
12886,12392,2,300,,
12888,12392,2,300,,
12891,12134,2,300,,
12891,12668,2,300,,
12891,650,0,240,,
12891,717,0,240,,
12891,718,2,300,,
12898,12898,0,240,,
12898,12900,0,240,,
12898,12901,0,240,,
12898,12902,0,240,,
12898,12950,0,240,,
12898,12951,0,240,,
12898,12952,0,240,,
12898,12953,0,240,,
12898,12954,0,240,,
12898,12955,0,240,,
12898,12956,0,240,,
12898,12957,0,240,,
12900,12900,0,240,,
12900,12901,0,240,,
12900,12902,0,240,,
12900,12950,0,240,,
12900,12952,0,240,,
12900,12955,0,240,,
12900,12956,0,240,,
12900,12957,0,240,,
12901,12900,0,240,,
12901,12901,0,240,,
12901,12902,0,240,,
12901,12950,0,240,,
12901,12951,0,240,,
12901,12952,0,240,,
12901,12953,0,240,,
12901,12954,0,240,,
12901,12955,0,240,,
12901,12956,0,240,,
12901,12957,0,240,,
12902,12900,0,240,,
12902,12901,0,240,,
12902,12902,0,240,,
12902,12950,0,240,,
12902,12951,0,240,,
12902,12952,0,240,,
12902,12953,0,240,,
12902,12954,0,240,,
12902,12955,0,240,,
12902,12956,0,240,,
12902,12957,0,240,,
12915,12761,2,300,,
12935,3218,2,300,,
12938,5065,2,360,,
12939,4846,2,300,,
12943,4961,2,300,,
12943,4972,2,300,,
12944,5557,2,300,,
12944,5628,2,360,,
12945,5557,2,360,,
12945,5628,2,360,,
12951,12900,0,240,,
12951,12901,0,240,,
12951,12902,0,240,,
12951,12950,0,240,,
12951,12951,0,240,,
12951,12952,0,240,,
12951,12953,0,240,,
12951,12954,0,240,,
12951,12955,0,240,,
12951,12956,0,240,,
12951,12957,0,240,,
12955,12900,0,240,,
12955,12901,0,240,,
12955,12902,0,240,,
12955,12950,0,240,,
12955,12951,0,240,,
12955,12952,0,240,,
12955,12953,0,240,,
12955,12954,0,240,,
12955,12955,0,240,,
12955,12956,0,240,,
12956,12900,0,240,,
12956,12901,0,240,,
12956,12902,0,240,,
12956,12950,0,240,,
12956,12951,0,240,,
12956,12952,0,240,,
12956,12953,0,240,,
12956,12954,0,240,,
12956,12955,0,240,,
12956,12956,0,240,,
12956,12957,0,240,,
12958,114,0,240,,
12960,11088,2,300,,
12960,11278,2,300,,
12960,11279,2,300,,
12960,11357,2,300,,
12960,12764,2,300,,
12960,932,2,420,,
12963,11874,2,360,,
12963,11875,2,480,,
12963,12567,2,300,,
12963,8750,2,360,,
12963,8759,2,360,,
12967,26,2,300,,
12968,26,2,300,,
12971,12971,0,240,,
12972,12972,0,240,,
12972,1875,0,240,,
12973,6197,2,300,,
12974,10812,2,300,,
12974,151,0,240,,
12975,11283,2,360,,
12975,11354,2,360,,
12975,12585,2,360,,
12975,12586,2,360,,
12975,160,2,300,,
12982,667,0,240,,
12982,702,0,240,,
1300,10374,2,420,,
1300,10926,2,480,,
13001,13001,0,240,,
13003,10966,2,360,,
13003,10967,2,360,,
13007,11292,2,300,,
13007,11293,2,300,,
13007,6630,2,360,,
1301,892,0,240,,
1301,9051,0,240,,
1301,924,0,240,,
13012,1483,2,300,,
13012,1857,0,240,,
13012,76,2,540,,
1307,1151,2,360,,
1307,1202,2,360,,
1308,1537,0,240,,
1308,1576,0,240,,
1312,11007,0,240,,
1312,11011,0,240,,
1316,655,0,240,,
1316,713,0,240,,
1320,1320,0,240,,
1320,1343,2,300,,
1320,1996,0,240,,
1320,2039,0,240,,
1327,12873,2,480,,
1327,1327,0,240,,
1327,2160,2,600,,
1327,2227,2,540,,
1329,12873,0,240,,
1329,2160,2,300,,
1329,2227,0,240,,
1329,7025,2,360,,
1330,1330,0,240,,
1334,6958,2,480,,
1334,6992,2,480,,
1336,1336,0,240,,
1337,12873,2,540,,
1337,1337,0,240,,
1337,2160,2,600,,
1337,2227,2,480,,
1340,1340,0,240,,
1343,1996,0,240,,
1343,2039,2,300,,
1347,655,0,240,,
1347,713,0,240,,
1350,11007,0,240,,
1350,11011,0,240,,
1354,1537,0,240,,
1354,1576,0,240,,
1355,1151,0,240,,
1355,1202,0,240,,
1361,892,0,240,,
1361,9051,0,240,,
1361,924,0,240,,
1362,10374,2,480,,
1362,10926,2,480,,
1379,12869,2,300,,
1379,1379,0,240,,
1379,397,0,240,,
1387,12318,2,300,,
1387,1387,0,240,,
1387,1482,0,240,,
1387,1709,0,240,,
1387,2742,0,240,,
1387,8139,2,300,,
1387,963,2,300,,
1391,1391,0,240,,
1391,1479,2,300,,
1391,2769,0,240,,
1393,1393,0,240,,
1393,1394,2,360,,
1401,11874,2,360,,
1401,11875,2,360,,
1401,12836,2,300,,
1401,1401,0,240,,
1401,8750,2,360,,
1401,8759,2,360,,
1409,1462,0,240,,
1410,2553,0,240,,
1410,9125,0,240,,
1411,1411,0,240,,
1413,1413,0,240,,
1413,3101,2,300,,
1423,2472,0,240,,
1423,8644,0,240,,
1429,11911,0,240,,
1429,2326,0,240,,
1430,11682,2,300,,
1430,2263,0,240,,
1442,11682,0,240,,
1442,1442,0,240,,
1442,2263,0,240,,
1443,1430,2,300,,
1443,1443,0,240,,
1444,11911,0,240,,
1444,2326,0,240,,
1451,2472,2,300,,
1457,1416,0,240,,
1457,1457,0,240,,
1457,2788,0,240,,
1459,1413,2,360,,
1461,2553,0,240,,
1461,9125,0,240,,
1469,1557,2,300,,
1478,1478,0,240,,
1479,1479,0,240,,
1482,12318,0,240,,
1482,1387,0,240,,
1482,1482,0,240,,
1482,1709,0,240,,
1482,2742,0,240,,
1482,8139,0,240,,
1482,963,0,240,,
1487,1487,0,240,,
1509,124,0,240,,
151,12974,0,240,,
151,1988,0,240,,
1510,122,2,300,,
1510,1276,2,300,,
1514,1039,0,240,,
1514,1108,0,240,,
1519,210,0,240,,
1519,9124,0,240,,
1522,341,2,300,,
1522,460,0,240,,
1530,169,0,240,,
1530,248,0,240,,
1533,789,0,240,,
1533,847,0,240,,
1537,1308,0,240,,
1537,1354,0,240,,
1544,1061,0,240,,
1544,1086,0,240,,
1546,1692,0,240,,
1546,1728,0,240,,
155,11622,0,240,,
155,12664,2,300,,
155,255,0,240,,
1550,1550,0,240,,
1550,1563,0,240,,
1550,1793,0,240,,
1553,1559,2,300,,
1554,1554,0,240,,
1554,1558,0,240,,
1555,1404,0,240,,
1557,1557,0,240,,
1558,1558,0,240,,
1561,1552,0,240,,
1561,1561,0,240,,
1561,2745,0,240,,
1563,1550,0,240,,
1563,1793,0,240,,
1567,1692,0,240,,
1567,1728,0,240,,
1570,1061,0,240,,
1570,1086,0,240,,
1572,695,0,240,,
1572,8045,0,240,,
1572,8072,0,240,,
1576,1308,0,240,,
1576,1354,0,240,,
1580,789,0,240,,
1580,847,0,240,,
1583,169,0,240,,
1583,248,0,240,,
1586,10799,0,240,,
1586,11280,2,300,,
1586,11281,2,300,,
1586,423,0,240,,
1589,341,2,300,,
1589,460,0,240,,
1592,210,0,240,,
1592,9124,0,240,,
1596,1039,0,240,,
1596,1108,0,240,,
160,11282,2,300,,
160,11283,2,300,,
160,12975,2,300,,
160,627,0,240,,
1604,10969,0,240,,
1604,1504,2,300,,
1604,313,2,360,,
1604,366,2,360,,
1614,11792,2,480,,
1614,11793,2,480,,
1617,1137,0,240,,
1617,1190,0,240,,
1622,2028,0,240,,
1622,9987,0,240,,
1633,12691,2,300,,
1633,1633,0,240,,
1633,1668,2,300,,
1641,1641,0,240,,
1641,2010,2,300,,
1642,1660,0,240,,
1643,1659,0,240,,
1643,9989,0,240,,
1648,1160,0,240,,
1648,1186,0,240,,
1648,1187,0,240,,
1648,12666,2,300,,
165,11020,0,240,,
165,11500,0,240,,
1659,1643,0,240,,
1659,1659,0,240,,
1659,2023,0,240,,
1659,9989,0,240,,
1660,12183,0,240,,
1660,1642,0,240,,
1660,1660,0,240,,
1663,1640,2,300,,
1664,1638,2,300,,
1664,1664,0,240,,
1679,2028,0,240,,
1679,9987,0,240,,
1683,1137,0,240,,
1683,1190,0,240,,
1685,11674,2,300,,
1685,1736,2,120,,
1685,8047,0,240,,
1685,8070,0,240,,
169,1530,0,240,,
169,1583,0,240,,
1692,1546,0,240,,
1692,1567,0,240,,
1697,906,0,240,,
1697,911,0,240,,
1708,1711,0,240,,
1709,12318,0,240,,
1709,1387,0,240,,
1709,1482,0,240,,
1709,2742,2,120,,
1709,8139,0,240,,
1709,963,0,240,,
1721,906,0,240,,
1721,911,0,240,,
1728,1546,0,240,,
1728,1567,0,240,,
1736,10921,0,240,,
1736,11674,0,240,,
1736,1685,0,240,,
1736,1801,0,240,,
1736,8047,0,240,,
1736,8070,0,240,,
1736,8563,0,240,,
1743,11323,0,240,,
1743,1743,0,240,,
1743,2760,0,240,,
1754,1754,0,240,,
1754,2110,2,360,,
1754,2123,0,240,,
1754,908,0,240,,
176,12822,2,360,,
176,2120,0,240,,
176,857,2,360,,
176,887,2,300,,
177,238,2,300,,
1771,4003,2,300,,
178,238,0,240,,
178,9067,0,240,,
179,10352,0,240,,
179,12818,2,360,,
1793,1550,0,240,,
1793,1563,0,240,,
1793,1793,0,240,,
1808,12690,2,300,,
1808,1808,0,240,,
1808,2163,2,300,,
1809,1852,2,300,,
181,10435,2,300,,
181,1286,2,360,,
181,181,0,240,,
181,8043,0,240,,
181,8074,0,240,,
1824,2004,0,240,,
1824,2032,0,240,,
1828,1076,0,240,,
1828,1133,0,240,,
1832,1065,0,240,,
1832,11762,0,240,,
1832,12393,0,240,,
