route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
6656,1,13882497,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882498,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882499,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882500,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882501,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882502,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882503,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882504,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882505,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882506,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882507,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882508,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882509,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882510,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882511,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882512,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882513,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882514,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882515,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882516,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882517,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882518,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882519,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882520,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882521,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882522,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882523,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882524,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882525,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882526,143 Burquitlam Station,,0,2091308,289937,0,1
6656,1,13882527,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882528,143 Burquitlam Station,,0,2091307,289937,0,1
6656,1,13882529,143 SFU,,1,2091307,289938,0,1
6656,1,13882530,143 SFU,,1,2091308,289938,0,1
6656,1,13882531,143 SFU,,1,2091307,289938,0,1
6656,1,13882532,143 SFU,,1,2091308,289938,0,1
6656,1,13882533,143 SFU,,1,2091307,289938,0,1
6656,1,13882534,143 SFU,,1,2091308,289938,0,1
6656,1,13882535,143 SFU,,1,2091307,289938,0,1
6656,1,13882536,143 SFU,,1,2091308,289938,0,1
6656,1,13882537,143 SFU,,1,2091307,289938,0,1
6656,1,13882538,143 SFU,,1,2091308,289938,0,1
6656,1,13882539,143 SFU,,1,2091307,289938,0,1
6656,1,13882540,143 SFU,,1,2091308,289938,0,1
6656,1,13882541,143 SFU,,1,2091307,289938,0,1
6656,1,13882542,143 SFU,,1,2091308,289938,0,1
6656,1,13882543,143 SFU,,1,2091307,289938,0,1
6656,1,13882544,143 SFU,,1,2091307,289938,0,1
6656,1,13882545,143 SFU,,1,2091308,289938,0,1
6656,1,13882546,143 SFU,,1,2091307,289938,0,1
6656,1,13882547,143 SFU,,1,2091308,289938,0,1
6656,1,13882548,143 SFU,,1,2091307,289938,0,1
6656,1,13882549,143 SFU,,1,2091308,289938,0,1
6656,1,13882550,143 SFU,,1,2091307,289938,0,1
6656,1,13882551,143 SFU,,1,2091308,289938,0,1
6656,1,13882552,143 SFU,,1,2091307,289938,0,1
6656,1,13882553,143 SFU,,1,2091308,289938,0,1
6656,1,13882554,143 SFU,,1,2091307,289938,0,1
6656,1,13882555,143 SFU,,1,2091308,289938,0,1
6656,1,13882556,143 SFU,,1,2091307,289938,0,1
6656,1,13882557,143 SFU,,1,2091307,289938,0,1
6656,1,13882558,143 SFU,,1,2091308,289938,0,1
6656,1,13882559,143 SFU,,1,2091307,289938,0,1
6656,1,13882560,143 SFU,,1,2091308,289938,0,1
6656,1,13882561,143 SFU,,1,2091307,289938,0,1
6656,1,13882562,143 SFU,,1,2091308,289938,0,1
6656,1,13882563,143 SFU,,1,2091307,289938,0,1
6656,1,13882564,143 SFU,,1,2091308,289938,0,1
6656,1,13882565,143 SFU,,1,2091307,289938,0,1
6656,1,13882566,143 SFU,,1,2091308,289938,0,1
6656,1,13882567,143 SFU,,1,2091307,289938,0,1
6656,1,13882568,143 SFU,,1,2091308,289938,0,1
6657,1,13882569,144 SFU,,0,2091184,289939,0,1
6657,1,13882570,144 SFU,,0,2090994,289939,0,1
6657,1,13882571,144 SFU,,0,2090994,289939,0,1
6657,1,13882572,144 SFU,,0,2091173,289939,0,1
6657,1,13882573,144 SFU,,0,2091014,289939,0,1
6657,1,13882574,144 SFU,,0,2091117,289939,0,1
6657,1,13882575,144 SFU,,0,2091311,289939,0,1
6657,1,13882576,144 SFU,,0,2090998,289939,0,1
6657,1,13882577,144 SFU,,0,2091173,289939,0,1
6657,1,13882578,144 SFU,,0,2091015,289939,0,1
6657,1,13882579,144 SFU,,0,2090990,289939,0,1
6657,1,13882580,144 SFU,,0,2091177,289939,0,1
6657,1,13882581,144 SFU,,0,2091184,289939,0,1
6657,1,13882582,144 SFU,,0,2091118,289939,0,1
6657,1,13882583,144 SFU,,0,2091011,289939,0,1
6657,1,13882584,144 SFU,,0,2090991,289939,0,1
6657,1,13882585,144 SFU,,0,2091119,289939,0,1
6657,1,13882586,144 SFU,,0,2090994,289939,0,1
6657,1,13882587,144 SFU,,0,2091123,289939,0,1
6657,1,13882588,144 SFU,,0,2091117,289939,0,1
6657,1,13882589,144 SFU,,0,2091310,289939,0,1
6657,1,13882590,144 SFU,,0,2091124,289939,0,1
6657,1,13882591,144 SFU,,0,2091184,289939,0,1
6657,1,13882592,144 SFU,,0,2091117,289939,0,1
6657,1,13882593,144 SFU,,0,2091119,289939,0,1
6657,1,13882594,144 SFU,,0,2091124,289939,0,1
6657,1,13882595,144 SFU,,0,2091014,289939,0,1
6657,1,13882596,144 SFU,,0,2091122,289939,0,1
6657,1,13882597,144 SFU,,0,2091311,289939,0,1
6657,1,13882598,144 SFU,,0,2091310,289939,0,1
6657,1,13882599,144 SFU,,0,2091015,289939,0,1
6657,1,13882600,144 SFU,,0,2091014,289939,0,1
6657,1,13882601,144 SFU,,0,2091015,289939,0,1
6657,1,13882602,144 SFU,,0,2091014,289939,0,1
6657,1,13882603,144 SFU,,0,2091311,289939,0,1
6657,1,13882604,144 SFU,,0,2091310,289939,0,1
6657,1,13882605,144 SFU,,0,2091015,289939,0,1
6657,1,13882606,144 SFU,,0,2091015,289939,0,1
6657,1,13882607,144 SFU,,0,2091117,289939,0,1
6657,1,13882608,144 SFU,,0,2091311,289939,0,1
6657,1,13882609,144 SFU,,0,2090994,289939,0,1
6657,1,13882610,144 SFU,,0,2091004,289939,0,1
6657,1,13882611,144 SFU,,0,2091014,289939,0,1
6657,1,13882612,144 SFU,,0,2091119,289939,0,1
6657,1,13882613,144 SFU,,0,2091311,289939,0,1
6657,1,13882614,144 SFU,,0,2090992,289939,0,1
6657,1,13882615,144 SFU,,0,2091311,289939,0,1
6657,1,13882616,144 SFU,,0,2091004,289939,0,1
6657,1,13882617,144 SFU,,0,2091004,289939,0,1
6657,1,13882618,144 SFU,,0,2091117,289939,0,1
6657,1,13882619,144 SFU,,0,2091123,289939,0,1
6657,1,13882620,144 SFU,,0,2091184,289939,0,1
6657,1,13882621,144 SFU,,0,2091123,289939,0,1
6657,1,13882622,144 SFU,,0,2091310,289939,0,1
6657,1,13882623,144 SFU,,0,2091015,289939,0,1
6657,1,13882624,144 SFU,,0,2091310,289939,0,1
6657,1,13882625,144 SFU,,0,2091014,289939,0,1
6657,1,13882626,144 SFU,,0,2091173,289939,0,1
6657,1,13882627,144 SFU,,0,2091011,289939,0,1
6657,1,13882628,144 SFU,,0,2090991,289939,0,1
6657,1,13882629,144 SFU,,0,2090992,289939,0,1
6657,1,13882630,144 SFU,,0,2091310,289939,0,1
6657,1,13882631,144 SFU,,0,2091118,289939,0,1
6657,1,13882633,144 SFU,,0,2091309,289939,0,1
6657,1,13882634,144 Metrotown Station,,1,2090994,289942,0,1
6657,1,13882635,144 Metrotown Station,,1,2091310,289942,0,1
6657,1,13882636,144 Metrotown Station,,1,2091177,289942,0,1
6657,1,13882637,144 Metrotown Station,,1,2091011,289942,0,1
6657,1,13882638,144 Metrotown Station,,1,2091310,289942,0,1
6657,1,13882639,144 Metrotown Station,,1,2091116,289942,0,1
6657,1,13882640,144 Metrotown Station,,1,2091015,289942,0,1
6657,1,13882641,144 Metrotown Station,,1,2090994,289942,0,1
6657,1,13882642,144 Metrotown Station,,1,2091119,289942,0,1
6657,1,13882643,144 Metrotown Station,,1,2090994,289942,0,1
6657,1,13882644,144 Metrotown Station,,1,2091119,289942,0,1
6657,1,13882645,144 Metrotown Station,,1,2091118,289942,0,1
6657,1,13882646,144 Metrotown Station,,1,2091119,289942,0,1
6657,1,13882647,144 Metrotown Station,,1,2091184,289942,0,1
6657,1,13882648,144 Metrotown Station,,1,2091015,289942,0,1
6657,1,13882649,144 Metrotown Station,,1,2091184,289942,0,1
6657,1,13882650,144 Metrotown Station,,1,2091015,289942,0,1
6657,1,13882651,144 Metrotown Station,,1,2091117,289942,0,1
6657,1,13882652,144 Metrotown Station,,1,2091014,289942,0,1
6657,1,13882653,144 Metrotown Station,,1,2090994,289942,0,1
6657,1,13882654,144 Metrotown Station,,1,2090991,289942,0,1
6657,1,13882655,144 Metrotown Station,,1,2091311,289942,0,1
6657,1,13882656,144 Metrotown Station,,1,2091311,289942,0,1
6657,1,13882657,144 Metrotown Station,,1,2091014,289942,0,1
6657,1,13882658,144 Metrotown Station,,1,2091117,289942,0,1
6657,1,13882659,144 Metrotown Station,,1,2091118,289942,0,1
6657,1,13882660,144 Metrotown Station,,1,2091310,289942,0,1
6657,1,13882661,144 Metrotown Station,,1,2091117,289942,0,1
6657,1,13882662,144 Metrotown Station,,1,2091310,289942,0,1
6657,1,13882663,144 Metrotown Station,,1,2091015,289942,0,1
6657,1,13882664,144 Metrotown Station,,1,2091014,289942,0,1
6657,1,13882665,144 Metrotown Station,,1,2091118,289942,0,1
6657,1,13882666,144 Metrotown Station,,1,2091173,289942,0,1
6657,1,13882667,144 Metrotown Station,,1,2090998,289942,0,1
6657,1,13882668,144 Metrotown Station,,1,2091123,289942,0,1
6657,1,13882669,144 Metrotown Station,,1,2090991,289942,0,1
6657,1,13882670,144 Metrotown Station,,1,2091123,289942,0,1
6657,1,13882671,144 Metrotown Station,,1,2091117,289942,0,1
6657,1,13882672,144 Metrotown Station,,1,2091123,289942,0,1
6657,1,13882673,144 Metrotown Station,,1,2091310,289942,0,1
6657,1,13882674,144 Metrotown Station,,1,2091015,289942,0,1
6657,1,13882675,144 Metrotown Station,,1,2091122,289942,0,1
6657,1,13882676,144 Metrotown Station,,1,2091311,289942,0,1
6657,1,13882677,144 Metrotown Station,,1,2091117,289942,0,1
6657,1,13882678,144 Metrotown Station,,1,2091124,289942,0,1
6657,1,13882679,144 Metrotown Station,,1,2091015,289942,0,1
6657,1,13882680,144 Metrotown Station,,1,2091311,289942,0,1
6657,1,13882681,144 Metrotown Station,,1,2091184,289942,0,1
6657,1,13882682,144 Metrotown Station,,1,2090992,289942,0,1
6657,1,13882683,144 Metrotown Station,,1,2091311,289942,0,1
6657,1,13882684,144 Metrotown Station,,1,2091228,289942,0,1
6657,1,13882685,144 Metrotown Station,,1,2091173,289942,0,1
6657,1,13882686,144 Metrotown Station,,1,2091004,289942,0,1
6657,1,13882687,144 Metrotown Station,,1,2091014,289942,0,1
6657,1,13882688,144 Metrotown Station,,1,2091014,289942,0,1
